
Training with hidden_size=128, lr=0.01, reg=0.0001
Epoch 1/10, Loss: 312.9682, Val Acc: 0.3048
Epoch 2/10, Loss: 312.2380, Val Acc: 0.3184
Epoch 3/10, Loss: 313.1360, Val Acc: 0.3284
Epoch 4/10, Loss: 312.3149, Val Acc: 0.3590
Epoch 5/10, Loss: 312.4479, Val Acc: 0.3756
Epoch 6/10, Loss: 312.9100, Val Acc: 0.3758
Epoch 7/10, Loss: 312.6745, Val Acc: 0.3856
Epoch 8/10, Loss: 312.4742, Val Acc: 0.4070
Epoch 9/10, Loss: 312.5654, Val Acc: 0.4086
Epoch 10/10, Loss: 311.9275, Val Acc: 0.4244
Validation Accuracy: 0.4244

Training with hidden_size=128, lr=0.01, reg=0.001
Epoch 1/10, Loss: 312.9339, Val Acc: 0.2976
Epoch 2/10, Loss: 312.8755, Val Acc: 0.3290
Epoch 3/10, Loss: 312.7625, Val Acc: 0.3410
Epoch 4/10, Loss: 312.4295, Val Acc: 0.3596
Epoch 5/10, Loss: 312.4582, Val Acc: 0.3816
Epoch 6/10, Loss: 313.1338, Val Acc: 0.3550
Epoch 7/10, Loss: 312.3993, Val Acc: 0.4012
Epoch 8/10, Loss: 313.1160, Val Acc: 0.3786
Epoch 9/10, Loss: 312.1961, Val Acc: 0.3670
Epoch 10/10, Loss: 312.2611, Val Acc: 0.3564
Validation Accuracy: 0.3564

Training with hidden_size=128, lr=0.01, reg=0.01
Epoch 1/10, Loss: 313.8113, Val Acc: 0.2618
Epoch 2/10, Loss: 313.7480, Val Acc: 0.2896
Epoch 3/10, Loss: 313.7159, Val Acc: 0.3150
Epoch 4/10, Loss: 313.2304, Val Acc: 0.3298
Epoch 5/10, Loss: 312.8799, Val Acc: 0.3784
Epoch 6/10, Loss: 313.5505, Val Acc: 0.3774
Epoch 7/10, Loss: 313.3507, Val Acc: 0.3852
Epoch 8/10, Loss: 312.9595, Val Acc: 0.3806
Epoch 9/10, Loss: 312.7651, Val Acc: 0.4056
Epoch 10/10, Loss: 312.6501, Val Acc: 0.3948
Validation Accuracy: 0.3948

Training with hidden_size=128, lr=0.001, reg=0.0001
Epoch 1/10, Loss: 313.1456, Val Acc: 0.1264
Epoch 2/10, Loss: 313.0901, Val Acc: 0.1884
Epoch 3/10, Loss: 312.9309, Val Acc: 0.2428
Epoch 4/10, Loss: 312.8195, Val Acc: 0.2676
Epoch 5/10, Loss: 312.8811, Val Acc: 0.2766
Epoch 6/10, Loss: 313.0600, Val Acc: 0.2778
Epoch 7/10, Loss: 312.9803, Val Acc: 0.2894
Epoch 8/10, Loss: 312.5586, Val Acc: 0.2984
Epoch 9/10, Loss: 312.4339, Val Acc: 0.3020
Epoch 10/10, Loss: 312.9979, Val Acc: 0.3150
Validation Accuracy: 0.3150

Training with hidden_size=128, lr=0.001, reg=0.001
Epoch 1/10, Loss: 313.2485, Val Acc: 0.1278
Epoch 2/10, Loss: 313.2198, Val Acc: 0.1802
Epoch 3/10, Loss: 313.0971, Val Acc: 0.2316
Epoch 4/10, Loss: 313.1823, Val Acc: 0.2476
Epoch 5/10, Loss: 313.0747, Val Acc: 0.2654
Epoch 6/10, Loss: 313.1193, Val Acc: 0.2860
Epoch 7/10, Loss: 312.9462, Val Acc: 0.2872
Epoch 8/10, Loss: 312.8377, Val Acc: 0.2940
Epoch 9/10, Loss: 312.9368, Val Acc: 0.3014
Epoch 10/10, Loss: 312.7620, Val Acc: 0.3026
Validation Accuracy: 0.3026

Training with hidden_size=128, lr=0.001, reg=0.01
Epoch 1/10, Loss: 314.4021, Val Acc: 0.1492
Epoch 2/10, Loss: 314.3126, Val Acc: 0.1830
Epoch 3/10, Loss: 314.1881, Val Acc: 0.2210
Epoch 4/10, Loss: 314.0622, Val Acc: 0.2406
Epoch 5/10, Loss: 314.2087, Val Acc: 0.2674
Epoch 6/10, Loss: 314.4325, Val Acc: 0.2792
Epoch 7/10, Loss: 314.0674, Val Acc: 0.2884
Epoch 8/10, Loss: 313.8749, Val Acc: 0.2950
Epoch 9/10, Loss: 314.0533, Val Acc: 0.2986
Epoch 10/10, Loss: 314.1605, Val Acc: 0.3060
Validation Accuracy: 0.3060

Training with hidden_size=128, lr=0.0001, reg=0.0001
Epoch 1/10, Loss: 313.1778, Val Acc: 0.0956
Epoch 2/10, Loss: 313.1407, Val Acc: 0.1198
Epoch 3/10, Loss: 313.1197, Val Acc: 0.1122
Epoch 4/10, Loss: 313.1578, Val Acc: 0.1140
Epoch 5/10, Loss: 313.1546, Val Acc: 0.1170
Epoch 6/10, Loss: 313.1917, Val Acc: 0.1244
Epoch 7/10, Loss: 313.1023, Val Acc: 0.1282
Epoch 8/10, Loss: 313.0684, Val Acc: 0.1340
Epoch 9/10, Loss: 313.1087, Val Acc: 0.1384
Epoch 10/10, Loss: 313.1498, Val Acc: 0.1444
Validation Accuracy: 0.1444

Training with hidden_size=128, lr=0.0001, reg=0.001
Epoch 1/10, Loss: 313.2693, Val Acc: 0.0914
Epoch 2/10, Loss: 313.2762, Val Acc: 0.1322
Epoch 3/10, Loss: 313.2745, Val Acc: 0.1284
Epoch 4/10, Loss: 313.2709, Val Acc: 0.1174
Epoch 5/10, Loss: 313.2679, Val Acc: 0.1162
Epoch 6/10, Loss: 313.2649, Val Acc: 0.1182
Epoch 7/10, Loss: 313.2397, Val Acc: 0.1180
Epoch 8/10, Loss: 313.2684, Val Acc: 0.1220
Epoch 9/10, Loss: 313.2021, Val Acc: 0.1258
Epoch 10/10, Loss: 313.2458, Val Acc: 0.1328
Validation Accuracy: 0.1328

Training with hidden_size=128, lr=0.0001, reg=0.01
Epoch 1/10, Loss: 314.4501, Val Acc: 0.0970
Epoch 2/10, Loss: 314.4496, Val Acc: 0.1290
Epoch 3/10, Loss: 314.4249, Val Acc: 0.1268
Epoch 4/10, Loss: 314.3979, Val Acc: 0.1158
Epoch 5/10, Loss: 314.3994, Val Acc: 0.1106
Epoch 6/10, Loss: 314.4122, Val Acc: 0.1098
Epoch 7/10, Loss: 314.3880, Val Acc: 0.1108
Epoch 8/10, Loss: 314.4097, Val Acc: 0.1128
Epoch 9/10, Loss: 314.3432, Val Acc: 0.1168
Epoch 10/10, Loss: 314.4120, Val Acc: 0.1208
Validation Accuracy: 0.1208

Training with hidden_size=256, lr=0.01, reg=0.0001
Epoch 1/10, Loss: 312.5537, Val Acc: 0.2718
Epoch 2/10, Loss: 312.5600, Val Acc: 0.3410
Epoch 3/10, Loss: 312.6648, Val Acc: 0.3050
Epoch 4/10, Loss: 312.2750, Val Acc: 0.3786
